,Label,preprocess_tweet,tweet_norm
266,Mendukung,vc bilang daftar magang mbkm adek nyeletuk si teteh daftar biar dpt uang konserrr tah untung tdk ngamuk,vc bilang daftar magang mbkm adek nyeletuk si teteh daftar biar dpt uang konserrr tah untung tdk ngamuk
267,Mendukung,wishlist moga mbkm daoet offering deh atleast yg kabul gtu tolong sibukin,wishlist moga mbkm daoet offering deh atleast yg kabul gtu tolong sibukin
268,Mendukung,piw piw piw piw mbkm kejar skripsi,piw piw piw piw mbkm kejar skripsi
269,Mendukung,minggu udh kutat server penuh brp kali yah mbkm udah upi udah loket,minggu udh kutat server penuh brp kali yah mbkm udah upi udah loket
270,Mendukung,titip ordal temenku yg bem yg kerja ajaa yg afk mending mbkm sihh kalo ya bisa smt denggg,titip ordal temenku yg bem yg kerja ajaa yg afk mending mbkm sihh kalo ya bisa smt denggg
271,Mendukung,sedih deh kalo pikir ketemu temen fapsi tuh bentar semester ketemu semester magang iisma semester mbkm semester mbkm,sedih deh kalo pikir ketemu temen fapsi tuh bentar semester ketemu semester magang iisma semester mbkm semester mbkm
272,Mendukung,gin ya semester ngeliat temen well prepare udah masuk lab ngerjain proposal semester udh sempro semester mbkm baca jurnal bikin proposal,gin ya semester ngeliat temen well prepare udah masuk lab ngerjain proposal semester udh sempro semester mbkm baca jurnal bikin proposal
273,Mendukung,mesti ngambil program mbkm merdeka ajar kampus merdeka aja magang usaha ilmupengalaman uang nilai makul kkn ambil konversi nilai magang usaha tsb kkn udah ga jaman,mesti ngambil program mbkm merdeka ajar kampus merdeka aja magang usaha ilmupengalaman uang nilai makul kkn ambil konversi nilai magang usaha tsb kkn udah ga jaman
274,Mendukung,manifesting terima mbkm nutrifood bcs pulogadung wicis deket kantor nyokap colek,manifesting terima mbkm nutrifood bcs pulogadung wicis deket kantor nyokap colek
275,Mendukung,moga lolos mbkm biar mama bangga,moga lolos mbkm biar mama bangga
276,Mendukung,jujur maksimal bgtt tp lega berani coba makas tim dri x mbkm dorong maju pitchingg,jujur maksimal bgtt tp lega berani coba makas tim dri x mbkm dorong maju pitchingg
277,Mendukung,ga ambis dapet soalny lgi mbkm bsok coba war dlu sja,ga ambis dapet soalny lgi mbkm bsok coba war dlu sja
278,Mendukung,warga kerja mbkm tahniah ybhg dato indera nik nasarudin bin mohd zawawi atas lantik ketua setiausaha menteri didik malaysia,warga kerja mbkm tahniah ybhg dato indera nik nasarudin bin mohd zawawi atas lantik ketua setiausaha menteri didik malaysia
279,Mendukung,neng tmn tmn yg mbkm,neng tmn tmn yg mbkm
280,Mendukung,ga si februari kasih rezeki terima mbkm,ga si februari kasih rezeki terima mbkm
281,Mendukung,semester gue niat penuh semangat kuliah freelance gue udh semester mbkm lupa kuliah beneran takut,semester gue niat penuh semangat kuliah freelance gue udh semester mbkm lupa kuliah beneran takut
282,Mendukung,ga kecuali mbkm dll,ga kecuali mbkm dll
283,Mendukung,smt terjun langsung lapang mbkm ga,smt terjun langsung lapang mbkm ga
284,Mendukung,iri univ slot semester full mbkm,iri univ slot semester full mbkm
285,Mendukung,angkat corona tambah mbkm smt first time cetak krs ngajuin ttd waldos,angkat corona tambah mbkm smt first time cetak krs ngajuin ttd waldos
286,Mendukung,panik mampus kls mayoritas cewe kls mbkm cowonya tp seruu sih klsnya sks tp dosen greenflag bgt,panik mampus kls mayoritas cewe kls mbkm cowonya tp seruu sih klsnya sks tp dosen greenflag bgt
287,Mendukung,ihh asli balik semester bahagia mbkm nya ngajar bebas utk sem mumeeetttt bangett liat komp mulu dr pagi pagi nafkah oshi,ihh asli balik semester bahagia mbkm nya ngajar bebas utk sem mumeeetttt bangett liat komp mulu dr pagi pagi nafkah oshi
288,Mendukung,ih iya wellnesss thats the word huhuhu gw kaya familiar app bikin pas proyek smt mbkm,ih iya wellnesss thats the word huhuhu gw kaya familiar app bikin pas proyek smt mbkm
289,Mendukung,yay alhamdulillah mbkm kampus ajar ku konversi kkn pkl butuh sibuk alam mbkm semester kemaren ya semester ngebut harap lulus,yay alhamdulillah mbkm kampus ajar ku konversi kkn pkl butuh sibuk alam mbkm semester kemaren ya semester ngebut harap lulus
290,Mendukung,enak krs mbkm sumpahh,enak krs mbkm sumpahh
291,Mendukung,alhamdulillah rasa ajar langsung sd kmrn mbkm smt,alhamdulillah rasa ajar langsung sd kmrn mbkm smt
292,Mendukung,asa sedih semester ga km lega matkul yg rekognisi semester matkul yg berat alhamdulillah mbkm semester,asa sedih semester ga km lega matkul yg rekognisi semester matkul yg berat alhamdulillah mbkm semester
293,Mendukung,singkat cerita kelompok lolos mbkm syukur mbkm kemarin kelompok solid kompak kerja temen semenjak mbkm,singkat cerita kelompok lolos mbkm syukur mbkm kemarin kelompok solid kompak kerja temen semenjak mbkm
294,Mendukung,smt daftar program hibah mbkm uns yg notabene masuk kuliah offline semester tuh asa kepingin bgt banyak alam terjun langsung sd mikir ulang daftar mbkm,smt daftar program hibah mbkm uns yg notabene masuk kuliah offline semester tuh asa kepingin bgt banyak alam terjun langsung sd mikir ulang daftar mbkm
295,Mendukung,ucap terimakasih the trees and the wild yg cipta lagu yg ngerjain lapor mbkm magang skripsi dengerin lagu pacu gw cepet selesai cepet ngetik otak jd encer,ucap terimakasih the trees and the wild yg cipta lagu yg ngerjain lapor mbkm magang skripsi dengerin lagu pacu gw cepet selesai cepet ngetik otak jd encer
296,Mendukung,kyk lg kuliah deh tp gapapa si jd ga sia mbkm am im learning a lot,kyk lg kuliah deh tp gapapa si jd ga sia mbkm am im learning a lot
297,Mendukung,hmm pas mbkm kemarin ketemu temen nama mysonis brilliant tp bener brilian anjirrr,hmm pas mbkm kemarin ketemu temen nama mysonis brilliant tp bener brilian anjirrr
298,Mendukung,full ga tidur gara gara ngerjain lapor mbkm,full ga tidur gara gara ngerjain lapor mbkm
299,Mendukung,saran doang kalo ikut program mbkm pastiin yg bner bijak dept kalo program mending mantau gmn dept pas batch ikut batch kayak gweh ga nasib,saran doang kalo ikut program mbkm pastiin yg bner bijak dept kalo program mending mantau gmn dept pas batch ikut batch kayak gweh ga nasib
300,Mendukung,karna w males kkn kampus gajelas kknnya tp udh konversi sih emg program mbkm,karna w males kkn kampus gajelas kknnya tp udh konversi sih emg program mbkm
301,Mendukung,anak kelas gua mantep dah yg terima magang kampus ajar studi independen gua beneran takut sepi kelas,anak kelas gua mantep dah yg terima magang kampus ajar studi independen gua beneran takut sepi kelas
302,Mendukung,syukur mitra studi independen gue ga suruh post foto pake twibon,syukur mitra studi independen gue ga suruh post foto pake twibon
303,Mendukung,studi independen kampus merdeka bootcamp fga digitalent kominfo beuhhh produktif gw,studi independen kampus merdeka bootcamp fga digitalent kominfo beuhhh produktif gw
304,Mendukung,studi independen kampus merdeka gw mentoring,studi independen kampus merdeka gw mentoring
305,Mendukung,moga jadi pas studi independen ga ulang deh bener bener semangat ajar ga ga bisaa,moga jadi pas studi independen ga ulang deh bener bener semangat ajar ga ga bisaa
306,Mendukung,tujuh belas ngerjain lapor amp kelas studi independen no libur libur club,tujuh belas ngerjain lapor amp kelas studi independen no libur libur club
307,Mendukung,eh iya untung studi independen assignmentnya pakai assignment yg udah dikerjain,eh iya untung studi independen assignmentnya pakai assignment yg udah dikerjain
308,Mendukung,magang studi independen sertifikat program kampus merdeka,magang studi independen sertifikat program kampus merdeka
309,Mendukung,seta minggu studi independen serasa anak teknik elektro it,seta minggu studi independen serasa anak teknik elektro it
310,Mendukung,tau gitu mending studi independen aja gausah magang gajelas,tau gitu mending studi independen aja gausah magang gajelas
311,Mendukung,bisa bokap gue nelpon cuman ngasih tau gue ikutin studi independen,bisa bokap gue nelpon cuman ngasih tau gue ikutin studi independen
312,Mendukung,udah planning semester pengin studi independen mari ajar coding,udah planning semester pengin studi independen mari ajar coding
313,Mendukung,studi independen kelar aja kerja aneh aneh nambah ya tuntasin yg mata,studi independen kelar aja kerja aneh aneh nambah ya tuntasin yg mata
314,Mendukung,studi independen gatau convert sks ato ngga,studi independen gatau convert sks ato ngga
315,Mendukung,kampus merdeka semester studi independen aja yg mobile tanggung jgn kabur,kampus merdeka semester studi independen aja yg mobile tanggung jgn kabur
316,Mendukung,fess kmrn studi independen sibuk bgt rusak jam tidur tp ilmu beneran dapet bgt jg bekal bgtttt buat yg ngga organisasi kampus,fess kmrn studi independen sibuk bgt rusak jam tidur tp ilmu beneran dapet bgt jg bekal bgtttt buat yg ngga organisasi kampus
317,Mendukung,kampus merdeka yg studi independen nderr gratis,kampus merdeka yg studi independen nderr gratis
318,Mendukung,udh peran yg beda honestly ya lelah bgt bgt puas lihat wajib rumah kampus studi independen beres yg telantarin thx alot to my self for always fight and learn,udh peran yg beda honestly ya lelah bgt bgt puas lihat wajib rumah kampus studi independen beres yg telantarin thx alot to my self for always fight and learn
319,Mendukung,bismillah semester studi independen terima beasiswa magang,bismillah semester studi independen terima beasiswa magang
320,Mendukung,cm sender studi independen smt jadwal super padat ga matkul mending yg ya ka tolong saran,cm sender studi independen smt jadwal super padat ga matkul mending yg ya ka tolong saran
321,Mendukung,whoopsie anak studi independen gerak,whoopsie anak studi independen gerak
322,Mendukung,neng bangett sih program msib batch studi independen ruangguru misuh nyaa but its okeey tau oh dunia kerja tuh gitu insight plus temen tentunyaa,neng bangett sih program msib batch studi independen ruangguru misuh nyaa but its okeey tau oh dunia kerja tuh gitu insight plus temen tentunyaa
323,Mendukung,gua ajar mandiri gitu lo studi independen,gua ajar mandiri gitu lo studi independen
324,Mendukung,syukur temu studi independen kemarin cuman salin temu ga andai udah kenal udah jadi,syukur temu studi independen kemarin cuman salin temu ga andai udah kenal udah jadi
325,Tidak Mendukung,gais curhat singkat aja selang minggu undur intern barusan postingan klo usaha buka sesal yaudah program kampus merdeka gantung yah positif thinking ga yg lolos,gais curhat singkat aja selang minggu undur intern barusan postingan klo usaha buka sesal yaudah program kampus merdeka gantung yah positif thinking ga yg lolos
326,Tidak Mendukung,ptkin mah gak magang dr kampus merdeka bawah kemenag,ptkin mah gak magang dr kampus merdeka bawah kemenag
327,Tidak Mendukung,banyak agenda politik sih mnurut gue kampus merdeka kn,banyak agenda politik sih mnurut gue kampus merdeka kn
328,Tidak Mendukung,serah sy tarik,serah sy tarik
329,Tidak Mendukung,nasib program kampus merdeka gak bikin merdeka serta didik,nasib program kampus merdeka gak bikin merdeka serta didik
330,Tidak Mendukung,gua takut bgt jujur kalo sampe ancam lulus ngulang matkul bener bener ngecewain ortu ortu gua harap gua lulus cepet gua kapok ikut program kampus merdeka prodi gua ga full support sulit,gua takut bgt jujur kalo sampe ancam lulus ngulang matkul bener bener ngecewain ortu ortu gua harap gua lulus cepet gua kapok ikut program kampus merdeka prodi gua ga full support sulit
331,Tidak Mendukung,pikir pikir program kampus merdeka tuh ngerusuh organisasi gera loh sisi pandang ormek kumpul mahasiwa ndakik ndakik in sosiety ngga selesai konflik internal kaji tuhan ih takut,pikir pikir program kampus merdeka tuh ngerusuh organisasi gera loh sisi pandang ormek kumpul mahasiwa ndakik ndakik in sosiety ngga selesai konflik internal kaji tuhan ih takut
332,Tidak Mendukung,mbkm gin ya tuhann program kampus merdeka jajah,mbkm gin ya tuhann program kampus merdeka jajah
333,Tidak Mendukung,mbkm aja motong motong kuota ga kasi stakeholder,mbkm aja motong motong kuota ga kasi stakeholder
334,Tidak Mendukung,kalo dosen gantung lan mbkm ga ngecapai poin rpl dosen matkul semester yg mbkm ga capa sesuai rpl yg nilai korban,kalo dosen gantung lan mbkm ga ngecapai poin rpl dosen matkul semester yg mbkm ga capa sesuai rpl yg nilai korban
335,Tidak Mendukung,timbang tokak takok hasil mbkm msib magang seng gk mending takoke ngene lo jon,timbang tokak takok hasil mbkm msib magang seng gk mending takoke ngene lo jon
336,Tidak Mendukung,minggu mbkm udah ken nyerah gak sanggup makkkk,minggu mbkm udah ken nyerah gak sanggup makkkk
337,Tidak Mendukung,katung katung katung mbkm katung kurikulum katung ttd dosen cok,katung katung katung mbkm katung kurikulum katung ttd dosen cok
338,Tidak Mendukung,sapa nih jual tiket konser blackpink grup mbkm,sapa nih jual tiket konser blackpink grup mbkm
339,Tidak Mendukung,ya allahsampe surat terang mbkm gw daftar iisma ga diurusin pj jurus gw cok,ya allahsampe surat terang mbkm gw daftar iisma ga diurusin pj jurus gw cok
340,Tidak Mendukung,jujur umum mbkm dadak parah yg seleksi berkas msib gaada solusi,jujur umum mbkm dadak parah yg seleksi berkas msib gaada solusi
341,Tidak Mendukung,lolos mbkm sih dana paruh yg diajuin kek proker kasih jt tuh maksusnya gimanaaaaa kkn yg bulan aja jt heraannnn,lolos mbkm sih dana paruh yg diajuin kek proker kasih jt tuh maksusnya gimanaaaaa kkn yg bulan aja jt heraannnn
342,Tidak Mendukung,nangisin tugas mbkm yg overdue besmart gr gatau dlnya nilai ga aman sih mumpung mas lepas g y,nangisin tugas mbkm yg overdue besmart gr gatau dlnya nilai ga aman sih mumpung mas lepas g y
343,Tidak Mendukung,ngecek email mulu tau ga lolos,ngecek email mulu tau ga lolos
344,Tidak Mendukung,hah msib buzzer dih sumpah kocak ga disalahin nyalahin mitra ga tau regulasi ancur mah bilang ae ga bikin alesan,hah msib buzzer dih sumpah kocak ga disalahin nyalahin mitra ga tau regulasi ancur mah bilang ae ga bikin alesan
345,Tidak Mendukung,simulasi ampas gin besok pas h gimana,simulasi ampas gin besok pas h gimana
346,Tidak Mendukung,serah sy tarik,serah sy tarik
347,Tidak Mendukung,kampus merdeka gak bayar,kampus merdeka gak bayar
348,Tidak Mendukung,magang anri udh mata gue nunggu msib yg ga,magang anri udh mata gue nunggu msib yg ga
349,Tidak Mendukung,maaf ya msib bangkit tolak aja nolak temen pas umum msib proses,maaf ya msib bangkit tolak aja nolak temen pas umum msib proses
350,Tidak Mendukung,msib ga lanjut ga sedih sih gua udah ikhlas terima gakk,msib ga lanjut ga sedih sih gua udah ikhlas terima gakk
351,Tidak Mendukung,lemes sistem kemendikbud administrasi gua msib lengkap agaknua pesimis terima msib,lemes sistem kemendikbud administrasi gua msib lengkap agaknua pesimis terima msib
352,Tidak Mendukung,gue sakit ati bgt sm sistem msib udah dpt offering mitra gak cm sr gue gak eligible ga gue lupa ni juang gue daftar seleksi msib batch,gue sakit ati bgt sm sistem msib udah dpt offering mitra gak cm sr gue gak eligible ga gue lupa ni juang gue daftar seleksi msib batch
353,Tidak Mendukung,bulan sia sia seleksi msib gua selesain aja skripsi sidang sptjm anjing,bulan sia sia seleksi msib gua selesain aja skripsi sidang sptjm anjing
354,Tidak Mendukung,bangun tidur keinget msib anjing,bangun tidur keinget msib anjing
355,Tidak Mendukung,gue bgt msib bgst kalo magang mandiri gue gabisa konversi sks,gue bgt msib bgst kalo magang mandiri gue gabisa konversi sks
356,Tidak Mendukung,usaha yg gue apply msib gada jelas cvx,usaha yg gue apply msib gada jelas cvx
357,Tidak Mendukung,i hate you msib magang wajib bangetbbuat timeline magang ku januari sampe mei yaampun,i hate you msib magang wajib bangetbbuat timeline magang ku januari sampe mei yaampun
358,Tidak Mendukung,udah cape urus msib an eligible ga kudu ikhlas,udah cape urus msib an eligible ga kudu ikhlas
359,Tidak Mendukung,weekday pagi sampe sore intern jam kelas studi independen always ngelead meeting project studi independen weekend dipake bootcamp dilakuin rumah cape,weekday pagi sampe sore intern jam kelas studi independen always ngelead meeting project studi independen weekend dipake bootcamp dilakuin rumah cape
360,Tidak Mendukung,tanda orang tres studi independen,tanda orang tres studi independen
361,Tidak Mendukung,gue msib kuliah sks doang sksnya rekognisi tetep aja anjink ama project studi independen gue ngelab prepare topik skripsi ga tauuuu lelah dah anjink,gue msib kuliah sks doang sksnya rekognisi tetep aja anjink ama project studi independen gue ngelab prepare topik skripsi ga tauuuu lelah dah anjink
362,Tidak Mendukung,nunggu krs diisiin fakultas ngajuin judul kagak acc gara studi independen cari responden teliti dosen kerja pingin kucing just meow meow,nunggu krs diisiin fakultas ngajuin judul kagak acc gara studi independen cari responden teliti dosen kerja pingin kucing just meow meow
363,Tidak Mendukung,ngurus studi independen,ngurus studi independen
364,Tidak Mendukung,syarat nagang studiindependen misel,syarat nagang studiindependen misel
365,Tidak Mendukung,studi independen seru sih angkat kelinci coba hahah uang saku full rp jt rapel empat stress capstonenya ketemu temen kampus gede neng dapet sertifikat resmi,studi independen seru sih angkat kelinci coba hahah uang saku full rp jt rapel empat stress capstonenya ketemu temen kampus gede neng dapet sertifikat resmi
366,Tidak Mendukung,udh serah studi independen deploy aplikasi nya bgt woy,udh serah studi independen deploy aplikasi nya bgt woy
367,Tidak Mendukung,ya allah bingung mao magang studi independen malas dgn kampus,ya allah bingung mao magang studi independen malas dgn kampus
368,Tidak Mendukung,fess studi independen beneran konversi kkn brapa matkul yg nilai jelek,fess studi independen beneran konversi kkn brapa matkul yg nilai jelek
369,Tidak Mendukung,tolong klarifikasi tanggung kait cut off serta yg lolos magang studi independen jgn putus mari adakan meet mohon transparansi kpd mahasiswa ri,tolong klarifikasi tanggung kait cut off serta yg lolos magang studi independen jgn putus mari adakan meet mohon transparansi kpd mahasiswa ri
370,Tidak Mendukung,now that the interview has passed diskusi sehat yuk with all its pros amp cons reshuffle kabinet amp pimpin program kampus merdeka iisma nggak ya kalo sender sih harap,now that the interview has passed diskusi sehat yuk with all its pros amp cons reshuffle kabinet amp pimpin program kampus merdeka iisma nggak ya kalo sender sih harap
371,Tidak Mendukung,mbkm merdeka ajar kampus merdeka merdeka ikut paksa ikut program wajib mata kuliah program semester sks tambah sks pmm,mbkm merdeka ajar kampus merdeka merdeka ikut paksa ikut program wajib mata kuliah program semester sks tambah sks pmm
372,Tidak Mendukung,cm transkrip nilai niiai e terima program kampus merdeka mana ya,cm transkrip nilai niiai e terima program kampus merdeka mana ya
373,Tidak Mendukung,sesal sebentar lg ganti presiden yg otomatis ganti jabat menteri kalo nadiem ganti kampus merdeka jalan program pmm ada tentuu,sesal sebentar lg ganti presiden yg otomatis ganti jabat menteri kalo nadiem ganti kampus merdeka jalan program pmm ada tentuu
374,Tidak Mendukung,miris mahasiswa suguh program kampus merdeka mahasiswa terkadang peka dgn kondisi masyarakat,miris mahasiswa suguh program kampus merdeka mahasiswa terkadang peka dgn kondisi masyarakat
375,Tidak Mendukung,ga program kampus merdeka gapapa,ga program kampus merdeka gapapa
376,Tidak Mendukung,mbkm vs ormawa halo kema unpad debat relevansi peran organisasi mahasiswa kembang anggota program merdeka ajar kampus merdeka nilai kembang soft skill,mbkm vs ormawa halo kema unpad debat relevansi peran organisasi mahasiswa kembang anggota program merdeka ajar kampus merdeka nilai kembang soft skill
377,Tidak Mendukung,pokok organisasi kampus suka yg lingkup fakultas ajar putar jurus himabem terus gengs program kampus merdeka organisasi sepi krna program kampus merdeka,pokok organisasi kampus suka yg lingkup fakultas ajar putar jurus himabem terus gengs program kampus merdeka organisasi sepi krna program kampus merdeka
378,Tidak Mendukung,honor mentor program msib kampus merdeka batch jg rampung bayar,honor mentor program msib kampus merdeka batch jg rampung bayar
379,Tidak Mendukung,salah fenomena senjang program kmpus mrdeka gak paksa anak kp k iism anak kp k kampus gw semester kemaren paksa wirausaha merdeka kagak uang hidup nya tunda kocak lur,salah fenomena senjang program kmpus mrdeka gak paksa anak kp k iism anak kp k kampus gw semester kemaren paksa wirausaha merdeka kagak uang hidup nya tunda kocak lur
380,Tidak Mendukung,iisma satu program kampus merdeka yg gamampu gue ikutin,iisma satu program kampus merdeka yg gamampu gue ikutin
381,Tidak Mendukung,tengah bawah lolos ga pegang gimana hidup sana bela ya program kampus merdeka ga yg free sih ga duit modal,tengah bawah lolos ga pegang gimana hidup sana bela ya program kampus merdeka ga yg free sih ga duit modal
382,Tidak Mendukung,cw laku perintah kawan kawan program tukar ajar kampus merdeka angkat singkat cerita saku semester email saku,cw laku perintah kawan kawan program tukar ajar kampus merdeka angkat singkat cerita saku semester email saku
383,Tidak Mendukung,males telat tau program kampus merdeka hadeh,males telat tau program kampus merdeka hadeh
384,Tidak Mendukung,struggle anak uin tuh yaa minkar tau salah galau sobat karier ga program kampus merdeka khawatir pusat karier hadir minkar bawa kabar bahagia nih stay tune ya,struggle anak uin tuh yaa minkar tau salah galau sobat karier ga program kampus merdeka khawatir pusat karier hadir minkar bawa kabar bahagia nih stay tune ya
385,Tidak Mendukung,too much politics issues out of the topic program kampus merdeka,too much politics issues out of the topic program kampus merdeka
386,Tidak Mendukung,tp bner organisasi smakin kikis dgb giat magang program kampus merdeka,tp bner organisasi smakin kikis dgb giat magang program kampus merdeka
387,Tidak Mendukung,lucu syekali lolos program kampus merdeka tpi romusha,lucu syekali lolos program kampus merdeka tpi romusha
388,Tidak Mendukung,eh sumpah kalo nemu kaya program mentoring iisma bayar tuh lapor mana ya udah lapor sr tp ga gitu peduli lapor dm iismari kampus merdeka jg gaada respon gedeg bgt enak kali cuanin scholarship gratis,eh sumpah kalo nemu kaya program mentoring iisma bayar tuh lapor mana ya udah lapor sr tp ga gitu peduli lapor dm iismari kampus merdeka jg gaada respon gedeg bgt enak kali cuanin scholarship gratis
389,Tidak Mendukung,sebenernya gantung individu sih klo jurus gue krn prodi tmn yg udah jg program uin yg bawah naung kemenag beda lg nama kampus merdeka tau gue ko lupa nama,sebenernya gantung individu sih klo jurus gue krn prodi tmn yg udah jg program uin yg bawah naung kemenag beda lg nama kampus merdeka tau gue ko lupa nama
390,Tidak Mendukung,kampus gue gak program kampus merdeka program yg yaa jd mas gelora organisasi himpun bem dll gtudeh,kampus gue gak program kampus merdeka program yg yaa jd mas gelora organisasi himpun bem dll gtudeh
391,Tidak Mendukung,program uin gak kampus merdeka teman kelas tukar mahasiswa negeri turkey mesir australia program beasiswa timur yg belanda australia,program uin gak kampus merdeka teman kelas tukar mahasiswa negeri turkey mesir australia program beasiswa timur yg belanda australia
392,Tidak Mendukung,ken nyoba program kampus merdeka kampus gw jajah ktm fasilitas,ken nyoba program kampus merdeka kampus gw jajah ktm fasilitas
393,Tidak Mendukung,kura gabisa program kampus merdeka temen uin bdg jurus iat kamjar ehehe company top lulus jurus ko company top lpdp sebenernya peirhal point no lu bia ekspres,kura gabisa program kampus merdeka temen uin bdg jurus iat kamjar ehehe company top lulus jurus ko company top lpdp sebenernya peirhal point no lu bia ekspres
394,Tidak Mendukung,kura ga program kampus merdeka turut gin,kura ga program kampus merdeka turut gin
395,Tidak Mendukung,satu halang gue daftar program kampus merdeka surat nyata kampus jutek anjer pegawai bagi tu kena mental,satu halang gue daftar program kampus merdeka surat nyata kampus jutek anjer pegawai bagi tu kena mental
396,Tidak Mendukung,gabisa program kampus merdeka warna almetnya jelek,gabisa program kampus merdeka warna almetnya jelek
397,Tidak Mendukung,bruh gue udh males kampus merdeka karna kait administrasi amp sistem beranta gue ledak tau kalo lo gabisa dilolosin program kalo gaikut the so called survey kebhinekaan gue,bruh gue udh males kampus merdeka karna kait administrasi amp sistem beranta gue ledak tau kalo lo gabisa dilolosin program kalo gaikut the so called survey kebhinekaan gue
398,Tidak Mendukung,mana denger kabar temen temen ketrima program kampus merdeka bumn kek yaudah gue mahasiswa kuma kuma,mana denger kabar temen temen ketrima program kampus merdeka bumn kek yaudah gue mahasiswa kuma kuma
399,Tidak Mendukung,gabisa program kampus merdeka lingkung kuliah yg slow paced tdk langsung pengaruh yg kenal dosen mudah anak organisasi kampus swasta lbh dripada kampus negeri kampus negeri islam,gabisa program kampus merdeka lingkung kuliah yg slow paced tdk langsung pengaruh yg kenal dosen mudah anak organisasi kampus swasta lbh dripada kampus negeri kampus negeri islam
400,Tidak Mendukung,ga program kampus merdeka karna uin bawah naung kemenag kemendikbud selamat overthinking,ga program kampus merdeka karna uin bawah naung kemenag kemendikbud selamat overthinking
401,Tidak Mendukung,klo mo daftar beasiswa program kampus merdeka syulid itunsalah syarat,klo mo daftar beasiswa program kampus merdeka syulid itunsalah syarat
402,Tidak Mendukung,maaf oot ya nnya uin program kampus merdeka gk sih gk program ajj yg dgn perintah,maaf oot ya nnya uin program kampus merdeka gk sih gk program ajj yg dgn perintah
403,Tidak Mendukung,web pusatinformasi kampus merdeka sedia linimasa msib angkat verifikasi berkas wajar rubah dadak alur program msib angkat,web pusatinformasi kampus merdeka sedia linimasa msib angkat verifikasi berkas wajar rubah dadak alur program msib angkat
404,Tidak Mendukung,program prestisius kampus merdeka akomodasi platform lengkap bingung knp ga fitur lihat dokumen yg unggah jgn berlindug cermat manusia kala salah,program prestisius kampus merdeka akomodasi platform lengkap bingung knp ga fitur lihat dokumen yg unggah jgn berlindug cermat manusia kala salah
405,Tidak Mendukung,si ak program kampus merdeka aja problem yg gede,si ak program kampus merdeka aja problem yg gede
406,Tidak Mendukung,ni kelas udah menit kosong kalo bener urg engga ngambil program kampus merdeka urg ngampusnya gimana anj tt,ni kelas udah menit kosong kalo bener urg engga ngambil program kampus merdeka urg ngampusnya gimana anj tt
407,Tidak Mendukung,valid tau program kampus merdeka yudisium sosialisasi nyesel udah yudisium eh kalo nggak luku molor kuliah,valid tau program kampus merdeka yudisium sosialisasi nyesel udah yudisium eh kalo nggak luku molor kuliah
408,Tidak Mendukung,mbingungin sih ahahahah matkul akm tuh asli bagi semester akm nahh program kampus merdeka dosen dosen ga tuju matkul akm akl dll gabisa skipkonversi dipadetin sem biar mahasiswa dapet materi,mbingungin sih ahahahah matkul akm tuh asli bagi semester akm nahh program kampus merdeka dosen dosen ga tuju matkul akm akl dll gabisa skipkonversi dipadetin sem biar mahasiswa dapet materi
409,Tidak Mendukung,twitter generalis spesialis ga beda program kampus merdeka opsional bebas pilih matakuliah kritikus anggap arah menteri spek generalis,twitter generalis spesialis ga beda program kampus merdeka opsional bebas pilih matakuliah kritikus anggap arah menteri spek generalis
410,Tidak Mendukung,unggul program kampus merdeka cacat kampus merdeka kualitas januari,unggul program kampus merdeka cacat kampus merdeka kualitas januari
411,Tidak Mendukung,halooo program msib nya kampus merdeka kayak kacau ya simulasi test kebhinekaan dr pagi gak surat yg direject udah terima mitra deadline berkas tanggal diberitahu tp deadline banding jam wib,halooo program msib nya kampus merdeka kayak kacau ya simulasi test kebhinekaan dr pagi gak surat yg direject udah terima mitra deadline berkas tanggal diberitahu tp deadline banding jam wib
412,Tidak Mendukung,kayak sepakat program kampus merdeka msib batch buruk batch sr sptjm timeline bijak ubah sampe simulasi survey gabisa akses speechless parah,kayak sepakat program kampus merdeka msib batch buruk batch sr sptjm timeline bijak ubah sampe simulasi survey gabisa akses speechless parah
413,Tidak Mendukung,cm klian kampus merdeka bgt gk sih kpkiran ken henti jalan bhkan udh tahap gue stiap program tuh kek bgni kek ovt takut gk tkut gk pkknya burnout parah kek smngatnya ps daftar doang,cm klian kampus merdeka bgt gk sih kpkiran ken henti jalan bhkan udh tahap gue stiap program tuh kek bgni kek ovt takut gk tkut gk pkknya burnout parah kek smngatnya ps daftar doang
414,Tidak Mendukung,asli drey ga kali program kampus merdeka dimonetisasi,asli drey ga kali program kampus merdeka dimonetisasi
415,Tidak Mendukung,no offense but lolos program msib kampus merdeka batch actually sucks,no offense but lolos program msib kampus merdeka batch actually sucks
416,Tidak Mendukung,tgl tp tgl simulasi yg wajib diikutin btw tuh wajib ikut ga sih klo ga program kampus merdeka ikut jg ga,tgl tp tgl simulasi yg wajib diikutin btw tuh wajib ikut ga sih klo ga program kampus merdeka ikut jg ga
417,Tidak Mendukung,studi independen kerja aktif organisasi bunuh tira,studi independen kerja aktif organisasi bunuh tira
418,Tidak Mendukung,sbmptn kedok studi independen fakkkkk,sbmptn kedok studi independen fakkkkk
419,Tidak Mendukung,no offense but dapet usaha teliti skripsi terima studi independen merdeka batch is actually sucks,no offense but dapet usaha teliti skripsi terima studi independen merdeka batch is actually sucks
420,Tidak Mendukung,studi independen gak duitnyaaa,studi independen gak duitnyaaa
