id,Tweet,Label,rm_special,remove_number,remove_p,tokens,stopword,remove_whitespace_LT,remove_whitespace_multiple,preprocess_tweet
408,@collegemenfess Valid banget. Aku tau program kampus merdeka abis yudisium ikut sosialisasinya. Nyesel banget udah yudisium eh tapi kalo nggak luku waktu itu nanti molor kuliahnya😭,Tidak Mendukung,Valid banget. Aku tau program kampus merdeka abis yudisium ikut sosialisasinya. Nyesel banget udah yudisium eh tapi kalo nggak luku waktu itu nanti molor kuliahnya?,Valid banget. Aku tau program kampus merdeka abis yudisium ikut sosialisasinya. Nyesel banget udah yudisium eh tapi kalo nggak luku waktu itu nanti molor kuliahnya?,Valid banget Aku tau program kampus merdeka abis yudisium ikut sosialisasinya Nyesel banget udah yudisium eh tapi kalo nggak luku waktu itu nanti molor kuliahnya,"['Valid', 'banget', 'Aku', 'tau', 'program', 'kampus', 'merdeka', 'abis', 'yudisium', 'ikut', 'sosialisasinya', 'Nyesel', 'banget', 'udah', 'yudisium', 'eh', 'tapi', 'kalo', 'nggak', 'luku', 'waktu', 'itu', 'nanti', 'molor', 'kuliahnya']",valid tau program kampus merdeka yudisium sosialisasinya nyesel udah yudisium eh kalo nggak luku molor kuliahnya,valid tau program kampus merdeka yudisium sosialisasinya nyesel udah yudisium eh kalo nggak luku molor kuliahnya,valid tau program kampus merdeka yudisium sosialisasinya nyesel udah yudisium eh kalo nggak luku molor kuliahnya,valid tau program kampus merdeka yudisium sosialisasi nyesel udah yudisium eh kalo nggak luku molor kuliah
409,"@avvhyung @collegemenfess ini juga mbingungin sih ahahahah😭 matkul akm tuh aslinya dibagi jadi 3 semester, AKM 1,2,3 nahh karena ada program kampus merdeka itu dosen dosen pada ga setuju karena matkul akm, akl, dll itu gabisa di skip/konversi jadi dipadetin di sem 1-4 biar mahasiswa dapet materinya",Tidak Mendukung,ini juga mbingungin sih ahahahah? matkul akm tuh aslinya dibagi jadi 3 semester AKM 1 2 3 nahh karena ada program kampus merdeka itu dosen dosen pada ga setuju karena matkul akm akl dll itu gabisa di skip/konversi jadi dipadetin di sem 1 4 biar mahasiswa dapet materinya,ini juga mbingungin sih ahahahah? matkul akm tuh aslinya dibagi jadi  semester AKM    nahh karena ada program kampus merdeka itu dosen dosen pada ga setuju karena matkul akm akl dll itu gabisa di skip/konversi jadi dipadetin di sem   biar mahasiswa dapet materinya,ini juga mbingungin sih ahahahah matkul akm tuh aslinya dibagi jadi  semester AKM    nahh karena ada program kampus merdeka itu dosen dosen pada ga setuju karena matkul akm akl dll itu gabisa di skipkonversi jadi dipadetin di sem   biar mahasiswa dapet materinya,"['ini', 'juga', 'mbingungin', 'sih', 'ahahahah', 'matkul', 'akm', 'tuh', 'aslinya', 'dibagi', 'jadi', 'semester', 'AKM', 'nahh', 'karena', 'ada', 'program', 'kampus', 'merdeka', 'itu', 'dosen', 'dosen', 'pada', 'ga', 'setuju', 'karena', 'matkul', 'akm', 'akl', 'dll', 'itu', 'gabisa', 'di', 'skipkonversi', 'jadi', 'dipadetin', 'di', 'sem', 'biar', 'mahasiswa', 'dapet', 'materinya']",mbingungin sih ahahahah matkul akm tuh aslinya dibagi semester akm nahh program kampus merdeka dosen dosen ga setuju matkul akm akl dll gabisa skipkonversi dipadetin sem biar mahasiswa dapet materinya,mbingungin sih ahahahah matkul akm tuh aslinya dibagi semester akm nahh program kampus merdeka dosen dosen ga setuju matkul akm akl dll gabisa skipkonversi dipadetin sem biar mahasiswa dapet materinya,mbingungin sih ahahahah matkul akm tuh aslinya dibagi semester akm nahh program kampus merdeka dosen dosen ga setuju matkul akm akl dll gabisa skipkonversi dipadetin sem biar mahasiswa dapet materinya,mbingungin sih ahahahah matkul akm tuh asli bagi semester akm nahh program kampus merdeka dosen dosen ga tuju matkul akm akl dll gabisa skipkonversi dipadetin sem biar mahasiswa dapet materi
410,@muhfaruqazhar @FessPonti Sebenarnya pernah lewat dulu di Twitter soal generalis atau spesialis. Ini ga beda jauh sama program kampus merdeka dengan opsional bebas memilih matakuliah. Waktu itu ada kritikus yang menganggap mungkin arah pak menteri agar spek kita generalis.,Tidak Mendukung,Sebenarnya pernah lewat dulu di Twitter soal generalis atau spesialis. Ini ga beda jauh sama program kampus merdeka dengan opsional bebas memilih matakuliah. Waktu itu ada kritikus yang menganggap mungkin arah pak menteri agar spek kita generalis.,Sebenarnya pernah lewat dulu di Twitter soal generalis atau spesialis. Ini ga beda jauh sama program kampus merdeka dengan opsional bebas memilih matakuliah. Waktu itu ada kritikus yang menganggap mungkin arah pak menteri agar spek kita generalis.,Sebenarnya pernah lewat dulu di Twitter soal generalis atau spesialis Ini ga beda jauh sama program kampus merdeka dengan opsional bebas memilih matakuliah Waktu itu ada kritikus yang menganggap mungkin arah pak menteri agar spek kita generalis,"['Sebenarnya', 'pernah', 'lewat', 'dulu', 'di', 'Twitter', 'soal', 'generalis', 'atau', 'spesialis', 'Ini', 'ga', 'beda', 'jauh', 'sama', 'program', 'kampus', 'merdeka', 'dengan', 'opsional', 'bebas', 'memilih', 'matakuliah', 'Waktu', 'itu', 'ada', 'kritikus', 'yang', 'menganggap', 'mungkin', 'arah', 'pak', 'menteri', 'agar', 'spek', 'kita', 'generalis']",twitter generalis spesialis ga beda program kampus merdeka opsional bebas memilih matakuliah kritikus menganggap arah menteri spek generalis,twitter generalis spesialis ga beda program kampus merdeka opsional bebas memilih matakuliah kritikus menganggap arah menteri spek generalis,twitter generalis spesialis ga beda program kampus merdeka opsional bebas memilih matakuliah kritikus menganggap arah menteri spek generalis,twitter generalis spesialis ga beda program kampus merdeka opsional bebas pilih matakuliah kritikus anggap arah menteri spek generalis
411,"Banyak keunggulan dari program Kampus Merdeka, tetapi tidaklah tanpa cacat. 

Kampus Merdeka Berkualitas
#Opini 30 Januari 2023

https://t.co/IJRikVyBnw https://t.co/UOz3r0tKDX",Tidak Mendukung,Banyak keunggulan dari program Kampus Merdeka tetapi tidaklah tanpa cacat. Kampus Merdeka Berkualitas 30 Januari 2023,Banyak keunggulan dari program Kampus Merdeka tetapi tidaklah tanpa cacat. Kampus Merdeka Berkualitas  Januari ,Banyak keunggulan dari program Kampus Merdeka tetapi tidaklah tanpa cacat Kampus Merdeka Berkualitas  Januari ,"['Banyak', 'keunggulan', 'dari', 'program', 'Kampus', 'Merdeka', 'tetapi', 'tidaklah', 'tanpa', 'cacat', 'Kampus', 'Merdeka', 'Berkualitas', 'Januari']",keunggulan program kampus merdeka cacat kampus merdeka berkualitas januari,keunggulan program kampus merdeka cacat kampus merdeka berkualitas januari,keunggulan program kampus merdeka cacat kampus merdeka berkualitas januari,unggul program kampus merdeka cacat kampus merdeka kualitas januari
412,"Halooo, ini program MSIB nya Kampus Merdeka kok kayaknya kacau banget ya? Simulasi test kebhinekaan dr pagi gak bisa, terus surat banyak yg direject tapi udah diterima sama mitra. Deadline berkas tanggal 27/01 (tanpa diberitahu waktu) tp deadline banding 27/01 jam 17.00 WIB —",Tidak Mendukung,Halooo ini program MSIB nya Kampus Merdeka kok kayaknya kacau banget ya? Simulasi test kebhinekaan dr pagi gak bisa terus surat banyak yg direject tapi udah diterima sama mitra. Deadline berkas tanggal 27/01 (tanpa diberitahu waktu) tp deadline banding 27/01 jam 17.00 WIB ?,Halooo ini program MSIB nya Kampus Merdeka kok kayaknya kacau banget ya? Simulasi test kebhinekaan dr pagi gak bisa terus surat banyak yg direject tapi udah diterima sama mitra. Deadline berkas tanggal / (tanpa diberitahu waktu) tp deadline banding / jam . WIB ?,Halooo ini program MSIB nya Kampus Merdeka kok kayaknya kacau banget ya Simulasi test kebhinekaan dr pagi gak bisa terus surat banyak yg direject tapi udah diterima sama mitra Deadline berkas tanggal  tanpa diberitahu waktu tp deadline banding  jam  WIB ,"['Halooo', 'ini', 'program', 'MSIB', 'nya', 'Kampus', 'Merdeka', 'kok', 'kayaknya', 'kacau', 'banget', 'ya', 'Simulasi', 'test', 'kebhinekaan', 'dr', 'pagi', 'gak', 'bisa', 'terus', 'surat', 'banyak', 'yg', 'direject', 'tapi', 'udah', 'diterima', 'sama', 'mitra', 'Deadline', 'berkas', 'tanggal', 'tanpa', 'diberitahu', 'waktu', 'tp', 'deadline', 'banding', 'jam', 'WIB']",halooo program msib nya kampus merdeka kayaknya kacau ya simulasi test kebhinekaan dr pagi gak surat yg direject udah diterima mitra deadline berkas tanggal diberitahu tp deadline banding jam wib,halooo program msib nya kampus merdeka kayaknya kacau ya simulasi test kebhinekaan dr pagi gak surat yg direject udah diterima mitra deadline berkas tanggal diberitahu tp deadline banding jam wib,halooo program msib nya kampus merdeka kayaknya kacau ya simulasi test kebhinekaan dr pagi gak surat yg direject udah diterima mitra deadline berkas tanggal diberitahu tp deadline banding jam wib,halooo program msib nya kampus merdeka kayak kacau ya simulasi test kebhinekaan dr pagi gak surat yg direject udah terima mitra deadline berkas tanggal diberitahu tp deadline banding jam wib
413,"Kayaknya kita bisa sama2 sepakat program kampus merdeka MSIB Batch 4 ini yang paling buruk diantara batch2 sebelumnya. Mulai dari SR SPTJM, timeline, kebijakan yang berubah2, sampe simulasi survey yang gabisa di akses. Speechless parah",Tidak Mendukung,Kayaknya kita bisa sama2 sepakat program kampus merdeka MSIB Batch 4 ini yang paling buruk diantara batch2 sebelumnya. Mulai dari SR SPTJM timeline kebijakan yang berubah2 sampe simulasi survey yang gabisa di akses. Speechless parah,Kayaknya kita bisa sama sepakat program kampus merdeka MSIB Batch  ini yang paling buruk diantara batch sebelumnya. Mulai dari SR SPTJM timeline kebijakan yang berubah sampe simulasi survey yang gabisa di akses. Speechless parah,Kayaknya kita bisa sama sepakat program kampus merdeka MSIB Batch  ini yang paling buruk diantara batch sebelumnya Mulai dari SR SPTJM timeline kebijakan yang berubah sampe simulasi survey yang gabisa di akses Speechless parah,"['Kayaknya', 'kita', 'bisa', 'sama', 'sepakat', 'program', 'kampus', 'merdeka', 'MSIB', 'Batch', 'ini', 'yang', 'paling', 'buruk', 'diantara', 'batch', 'sebelumnya', 'Mulai', 'dari', 'SR', 'SPTJM', 'timeline', 'kebijakan', 'yang', 'berubah', 'sampe', 'simulasi', 'survey', 'yang', 'gabisa', 'di', 'akses', 'Speechless', 'parah']",kayaknya sepakat program kampus merdeka msib batch buruk batch sr sptjm timeline kebijakan berubah sampe simulasi survey gabisa akses speechless parah,kayaknya sepakat program kampus merdeka msib batch buruk batch sr sptjm timeline kebijakan berubah sampe simulasi survey gabisa akses speechless parah,kayaknya sepakat program kampus merdeka msib batch buruk batch sr sptjm timeline kebijakan berubah sampe simulasi survey gabisa akses speechless parah,kayak sepakat program kampus merdeka msib batch buruk batch sr sptjm timeline bijak ubah sampe simulasi survey gabisa akses speechless parah
414,"[cm] Klian kalau ikut kampus merdeka sering bgt gk sih kpkiran pengen berhenti di tengah jalan bhkan udh tahap terakhir, gue stiap ikut program tuh kek bgni, kek ovt takut gk bisa, tkut gk mampu, pkknya burnout parah 🥲 kek smngatnya ps awal pendaftaran doang 🥲",Tidak Mendukung,[cm] Klian kalau ikut kampus merdeka sering bgt gk sih kpkiran pengen berhenti di tengah jalan bhkan udh tahap terakhir gue stiap ikut program tuh kek bgni kek ovt takut gk bisa tkut gk mampu pkknya burnout parah ? kek smngatnya ps awal pendaftaran doang ?,[cm] Klian kalau ikut kampus merdeka sering bgt gk sih kpkiran pengen berhenti di tengah jalan bhkan udh tahap terakhir gue stiap ikut program tuh kek bgni kek ovt takut gk bisa tkut gk mampu pkknya burnout parah ? kek smngatnya ps awal pendaftaran doang ?,cm Klian kalau ikut kampus merdeka sering bgt gk sih kpkiran pengen berhenti di tengah jalan bhkan udh tahap terakhir gue stiap ikut program tuh kek bgni kek ovt takut gk bisa tkut gk mampu pkknya burnout parah  kek smngatnya ps awal pendaftaran doang ,"['cm', 'Klian', 'kalau', 'ikut', 'kampus', 'merdeka', 'sering', 'bgt', 'gk', 'sih', 'kpkiran', 'pengen', 'berhenti', 'di', 'tengah', 'jalan', 'bhkan', 'udh', 'tahap', 'terakhir', 'gue', 'stiap', 'ikut', 'program', 'tuh', 'kek', 'bgni', 'kek', 'ovt', 'takut', 'gk', 'bisa', 'tkut', 'gk', 'mampu', 'pkknya', 'burnout', 'parah', 'kek', 'smngatnya', 'ps', 'awal', 'pendaftaran', 'doang']",cm klian kampus merdeka bgt gk sih kpkiran pengen berhenti jalan bhkan udh tahap gue stiap program tuh kek bgni kek ovt takut gk tkut gk pkknya burnout parah kek smngatnya ps pendaftaran doang,cm klian kampus merdeka bgt gk sih kpkiran pengen berhenti jalan bhkan udh tahap gue stiap program tuh kek bgni kek ovt takut gk tkut gk pkknya burnout parah kek smngatnya ps pendaftaran doang,cm klian kampus merdeka bgt gk sih kpkiran pengen berhenti jalan bhkan udh tahap gue stiap program tuh kek bgni kek ovt takut gk tkut gk pkknya burnout parah kek smngatnya ps pendaftaran doang,cm klian kampus merdeka bgt gk sih kpkiran ken henti jalan bhkan udh tahap gue stiap program tuh kek bgni kek ovt takut gk tkut gk pkknya burnout parah kek smngatnya ps daftar doang
415,"@terketahui Asli, Drey. Mana ga sekali dua kali. Bahkan sampai program Kampus Merdeka lain juga ikut dimonetisasi. 🤐",Tidak Mendukung,Asli Drey. Mana ga sekali dua kali. Bahkan sampai program Kampus Merdeka lain juga ikut dimonetisasi. ?,Asli Drey. Mana ga sekali dua kali. Bahkan sampai program Kampus Merdeka lain juga ikut dimonetisasi. ?,Asli Drey Mana ga sekali dua kali Bahkan sampai program Kampus Merdeka lain juga ikut dimonetisasi ,"['Asli', 'Drey', 'Mana', 'ga', 'sekali', 'dua', 'kali', 'Bahkan', 'sampai', 'program', 'Kampus', 'Merdeka', 'lain', 'juga', 'ikut', 'dimonetisasi']",asli drey ga kali program kampus merdeka dimonetisasi,asli drey ga kali program kampus merdeka dimonetisasi,asli drey ga kali program kampus merdeka dimonetisasi,asli drey ga kali program kampus merdeka dimonetisasi
416,no offense but lolos program msib kampus merdeka batch 4 actually sucks,Tidak Mendukung,no offense but lolos program msib kampus merdeka batch 4 actually sucks,no offense but lolos program msib kampus merdeka batch  actually sucks,no offense but lolos program msib kampus merdeka batch  actually sucks,"['no', 'offense', 'but', 'lolos', 'program', 'msib', 'kampus', 'merdeka', 'batch', 'actually', 'sucks']",no offense but lolos program msib kampus merdeka batch actually sucks,no offense but lolos program msib kampus merdeka batch actually sucks,no offense but lolos program msib kampus merdeka batch actually sucks,no offense but lolos program msib kampus merdeka batch actually sucks
417,@collegemenfess tgl 1 tp tgl 30 itu ada simulasi yg wajib diikutin juga. btw ini tuh wajib ikutan ga sih? klo aku ga ikut program kampus merdeka harus ikutan jg ga?,Tidak Mendukung,tgl 1 tp tgl 30 itu ada simulasi yg wajib diikutin juga. btw ini tuh wajib ikutan ga sih? klo aku ga ikut program kampus merdeka harus ikutan jg ga?,tgl  tp tgl  itu ada simulasi yg wajib diikutin juga. btw ini tuh wajib ikutan ga sih? klo aku ga ikut program kampus merdeka harus ikutan jg ga?,tgl  tp tgl  itu ada simulasi yg wajib diikutin juga btw ini tuh wajib ikutan ga sih klo aku ga ikut program kampus merdeka harus ikutan jg ga,"['tgl', 'tp', 'tgl', 'itu', 'ada', 'simulasi', 'yg', 'wajib', 'diikutin', 'juga', 'btw', 'ini', 'tuh', 'wajib', 'ikutan', 'ga', 'sih', 'klo', 'aku', 'ga', 'ikut', 'program', 'kampus', 'merdeka', 'harus', 'ikutan', 'jg', 'ga']",tgl tp tgl simulasi yg wajib diikutin btw tuh wajib ikutan ga sih klo ga program kampus merdeka ikutan jg ga,tgl tp tgl simulasi yg wajib diikutin btw tuh wajib ikutan ga sih klo ga program kampus merdeka ikutan jg ga,tgl tp tgl simulasi yg wajib diikutin btw tuh wajib ikutan ga sih klo ga program kampus merdeka ikutan jg ga,tgl tp tgl simulasi yg wajib diikutin btw tuh wajib ikut ga sih klo ga program kampus merdeka ikut jg ga
418,studi independen + kerja + aktif organisasi agak mau bunuh diri agaknya tira ini,Tidak Mendukung,studi independen + kerja + aktif organisasi agak mau bunuh diri agaknya tira ini,studi independen + kerja + aktif organisasi agak mau bunuh diri agaknya tira ini,studi independen  kerja  aktif organisasi agak mau bunuh diri agaknya tira ini,"['studi', 'independen', 'kerja', 'aktif', 'organisasi', 'agak', 'mau', 'bunuh', 'diri', 'agaknya', 'tira', 'ini']",studi independen kerja aktif organisasi bunuh tira,studi independen kerja aktif organisasi bunuh tira,studi independen kerja aktif organisasi bunuh tira,studi independen kerja aktif organisasi bunuh tira
419,SBMPTN BERKEDOK STUDI INDEPENDEN FAKKKKK 😑😑😑,Tidak Mendukung,SBMPTN BERKEDOK STUDI INDEPENDEN FAKKKKK ???,SBMPTN BERKEDOK STUDI INDEPENDEN FAKKKKK ???,SBMPTN BERKEDOK STUDI INDEPENDEN FAKKKKK ,"['SBMPTN', 'BERKEDOK', 'STUDI', 'INDEPENDEN', 'FAKKKKK']",sbmptn berkedok studi independen fakkkkk,sbmptn berkedok studi independen fakkkkk,sbmptn berkedok studi independen fakkkkk,sbmptn kedok studi independen fakkkkk
420,no offense but dapet perusahaan penelitian skripsi dan keterima studi independen merdeka batch 4 is actually sucks,Tidak Mendukung,no offense but dapet perusahaan penelitian skripsi dan keterima studi independen merdeka batch 4 is actually sucks,no offense but dapet perusahaan penelitian skripsi dan keterima studi independen merdeka batch  is actually sucks,no offense but dapet perusahaan penelitian skripsi dan keterima studi independen merdeka batch  is actually sucks,"['no', 'offense', 'but', 'dapet', 'perusahaan', 'penelitian', 'skripsi', 'dan', 'keterima', 'studi', 'independen', 'merdeka', 'batch', 'is', 'actually', 'sucks']",no offense but dapet perusahaan penelitian skripsi keterima studi independen merdeka batch is actually sucks,no offense but dapet perusahaan penelitian skripsi keterima studi independen merdeka batch is actually sucks,no offense but dapet perusahaan penelitian skripsi keterima studi independen merdeka batch is actually sucks,no offense but dapet usaha teliti skripsi terima studi independen merdeka batch is actually sucks
421,kenapa studi independen gak ada duitnyAAA,Tidak Mendukung,kenapa studi independen gak ada duitnyAAA,kenapa studi independen gak ada duitnyAAA,kenapa studi independen gak ada duitnyAAA,"['kenapa', 'studi', 'independen', 'gak', 'ada', 'duitnyAAA']",studi independen gak duitnyaaa,studi independen gak duitnyaaa,studi independen gak duitnyaaa,studi independen gak duitnyaaa
422,sumpah gue pen bener ikut studi independen. tpi kalau zoom 8 jam perhari ga kuat juga gue 😭. belum lagi pemeliharaan laptopnya anjir 😭,Tidak Mendukung,sumpah gue pen bener ikut studi independen. tpi kalau zoom 8 jam perhari ga kuat juga gue ?. belum lagi pemeliharaan laptopnya anjir ?,sumpah gue pen bener ikut studi independen. tpi kalau zoom  jam perhari ga kuat juga gue ?. belum lagi pemeliharaan laptopnya anjir ?,sumpah gue pen bener ikut studi independen tpi kalau zoom  jam perhari ga kuat juga gue  belum lagi pemeliharaan laptopnya anjir ,"['sumpah', 'gue', 'pen', 'bener', 'ikut', 'studi', 'independen', 'tpi', 'kalau', 'zoom', 'jam', 'perhari', 'ga', 'kuat', 'juga', 'gue', 'belum', 'lagi', 'pemeliharaan', 'laptopnya', 'anjir']",sumpah gue pen bener studi independen tpi zoom jam perhari ga kuat gue pemeliharaan laptopnya,sumpah gue pen bener studi independen tpi zoom jam perhari ga kuat gue pemeliharaan laptopnya,sumpah gue pen bener studi independen tpi zoom jam perhari ga kuat gue pemeliharaan laptopnya,sumpah gue pen bener studi independen tpi zoom jam hari ga kuat gue pelihara laptop
423,"Gw pengen iku Studi independen /kampus merdeka lainnya tapi baru sadar..,..

GA BISA CONVERT SKS JURUSAN GW ANJIT",Tidak Mendukung,Gw pengen iku Studi independen /kampus merdeka lainnya tapi baru sadar.. .. GA BISA CONVERT SKS JURUSAN GW ANJIT,Gw pengen iku Studi independen /kampus merdeka lainnya tapi baru sadar.. .. GA BISA CONVERT SKS JURUSAN GW ANJIT,Gw pengen iku Studi independen kampus merdeka lainnya tapi baru sadar  GA BISA CONVERT SKS JURUSAN GW ANJIT,"['Gw', 'pengen', 'iku', 'Studi', 'independen', 'kampus', 'merdeka', 'lainnya', 'tapi', 'baru', 'sadar', 'GA', 'BISA', 'CONVERT', 'SKS', 'JURUSAN', 'GW', 'ANJIT']",gw pengen iku studi independen kampus merdeka sadar ga convert sks jurusan gw,gw pengen iku studi independen kampus merdeka sadar ga convert sks jurusan gw,gw pengen iku studi independen kampus merdeka sadar ga convert sks jurusan gw,gw ken iku studi independen kampus merdeka sadar ga convert sks jurus gw
424,Studi Independen bukan work experience jatuhnyaaa,Tidak Mendukung,Studi Independen bukan work experience jatuhnyaaa,Studi Independen bukan work experience jatuhnyaaa,Studi Independen bukan work experience jatuhnyaaa,"['Studi', 'Independen', 'bukan', 'work', 'experience', 'jatuhnyaaa']",studi independen work experience jatuhnyaaa,studi independen work experience jatuhnyaaa,studi independen work experience jatuhnyaaa,studi independen work experience jatuhnyaaa
425,ni studi independen mbkm programnya ngapa masih dikit dah 😔,Tidak Mendukung,ni studi independen mbkm programnya ngapa masih dikit dah ?,ni studi independen mbkm programnya ngapa masih dikit dah ?,ni studi independen mbkm programnya ngapa masih dikit dah ,"['ni', 'studi', 'independen', 'mbkm', 'programnya', 'ngapa', 'masih', 'dikit', 'dah']",ni studi independen mbkm programnya ngapa dikit dah,ni studi independen mbkm programnya ngapa dikit dah,ni studi independen mbkm programnya ngapa dikit dah,ni studi independen mbkm program ngapa dikit dah
426,"sp sih yg ngide ikutan studi independen, cape bgt bngsat",Tidak Mendukung,sp sih yg ngide ikutan studi independen cape bgt bngsat,sp sih yg ngide ikutan studi independen cape bgt bngsat,sp sih yg ngide ikutan studi independen cape bgt bngsat,"['sp', 'sih', 'yg', 'ngide', 'ikutan', 'studi', 'independen', 'cape', 'bgt', 'bngsat']",sp sih yg ngide ikutan studi independen cape bgt bngsat,sp sih yg ngide ikutan studi independen cape bgt bngsat,sp sih yg ngide ikutan studi independen cape bgt bngsat,sp sih yg ngide ikut studi independen cape bgt bngsat
427,Ini kelompokan final project studi independen kl pada gamau gerak pdhl udah diingetin berkali² mending w leave aja dari grup tanpa beban karena w ga konversi nilai sedangkan mereka konversi mana 20 sks lagi lol bisa²nya ga peduli sama nasib diri sendiri.,Tidak Mendukung,Ini kelompokan final project studi independen kl pada gamau gerak pdhl udah diingetin berkali? mending w leave aja dari grup tanpa beban karena w ga konversi nilai sedangkan mereka konversi mana 20 sks lagi lol bisa?nya ga peduli sama nasib diri sendiri.,Ini kelompokan final project studi independen kl pada gamau gerak pdhl udah diingetin berkali? mending w leave aja dari grup tanpa beban karena w ga konversi nilai sedangkan mereka konversi mana  sks lagi lol bisa?nya ga peduli sama nasib diri sendiri.,Ini kelompokan final project studi independen kl pada gamau gerak pdhl udah diingetin berkali mending w leave aja dari grup tanpa beban karena w ga konversi nilai sedangkan mereka konversi mana  sks lagi lol bisanya ga peduli sama nasib diri sendiri,"['Ini', 'kelompokan', 'final', 'project', 'studi', 'independen', 'kl', 'pada', 'gamau', 'gerak', 'pdhl', 'udah', 'diingetin', 'berkali', 'mending', 'w', 'leave', 'aja', 'dari', 'grup', 'tanpa', 'beban', 'karena', 'w', 'ga', 'konversi', 'nilai', 'sedangkan', 'mereka', 'konversi', 'mana', 'sks', 'lagi', 'lol', 'bisanya', 'ga', 'peduli', 'sama', 'nasib', 'diri', 'sendiri']",kelompokan final project studi independen kl gamau gerak pdhl udah diingetin berkali mending w leave aja grup beban w ga konversi nilai konversi sks lol bisanya ga peduli nasib,kelompokan final project studi independen kl gamau gerak pdhl udah diingetin berkali mending w leave aja grup beban w ga konversi nilai konversi sks lol bisanya ga peduli nasib,kelompokan final project studi independen kl gamau gerak pdhl udah diingetin berkali mending w leave aja grup beban w ga konversi nilai konversi sks lol bisanya ga peduli nasib,lompok final project studi independen kl gamau gerak pdhl udah diingetin kali mending w leave aja grup beban w ga konversi nilai konversi sks lol bisa ga peduli nasib
428,"/uny mau curhat. Suka bingung sama uny, sehari-hari sukanya merekomendasikan kegiatan kampus merdeka yg magang lah yg pmm lah yg studi independen lah, tpi kenapa selalu dipersulit saat program itu selesai dan bahkan saat masih berlangsung, surat izin magang terkadang bbrp (cont)",Tidak Mendukung,/uny mau curhat. Suka bingung sama uny sehari hari sukanya merekomendasikan kegiatan kampus merdeka yg magang lah yg pmm lah yg studi independen lah tpi kenapa selalu dipersulit saat program itu selesai dan bahkan saat masih berlangsung surat izin magang terkadang bbrp (cont),/uny mau curhat. Suka bingung sama uny sehari hari sukanya merekomendasikan kegiatan kampus merdeka yg magang lah yg pmm lah yg studi independen lah tpi kenapa selalu dipersulit saat program itu selesai dan bahkan saat masih berlangsung surat izin magang terkadang bbrp (cont),uny mau curhat Suka bingung sama uny sehari hari sukanya merekomendasikan kegiatan kampus merdeka yg magang lah yg pmm lah yg studi independen lah tpi kenapa selalu dipersulit saat program itu selesai dan bahkan saat masih berlangsung surat izin magang terkadang bbrp cont,"['uny', 'mau', 'curhat', 'Suka', 'bingung', 'sama', 'uny', 'sehari', 'hari', 'sukanya', 'merekomendasikan', 'kegiatan', 'kampus', 'merdeka', 'yg', 'magang', 'lah', 'yg', 'pmm', 'lah', 'yg', 'studi', 'independen', 'lah', 'tpi', 'kenapa', 'selalu', 'dipersulit', 'saat', 'program', 'itu', 'selesai', 'dan', 'bahkan', 'saat', 'masih', 'berlangsung', 'surat', 'izin', 'magang', 'terkadang', 'bbrp', 'cont']",uny curhat suka bingung uny sehari sukanya merekomendasikan kegiatan kampus merdeka yg magang yg pmm yg studi independen tpi dipersulit program selesai surat izin magang terkadang bbrp,uny curhat suka bingung uny sehari sukanya merekomendasikan kegiatan kampus merdeka yg magang yg pmm yg studi independen tpi dipersulit program selesai surat izin magang terkadang bbrp,uny curhat suka bingung uny sehari sukanya merekomendasikan kegiatan kampus merdeka yg magang yg pmm yg studi independen tpi dipersulit program selesai surat izin magang terkadang bbrp,uny curhat suka bingung uny hari suka rekomendasi giat kampus merdeka yg magang yg pmm yg studi independen tpi sulit program selesai surat izin magang terkadang bbrp
